claim_id,state,district,latitude,longitude,claimed_area,recorded_area,submission_date,verification_date,approval_date,status,days_pending,claim_type,anomaly_flag,anomaly_type,severity
FRA-02643,Odisha,Keonjhar,21.627335,84.406848,10.42,10.87,2023-06-02,2023-08-30,,Under Verification,1190,Individual Forest Right,False,None,None
FRA-02644,Jharkhand,West Singhbhum,23.453826,86.899186,11.29,10.06,2025-08-04,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02645,Chhattisgarh,Surguja,21.842961,82.491034,14.91,13.16,2024-03-11,2024-07-01,2024-08-08,Approved,0,Community Forest Resource,False,None,None
FRA-02646,Kerala,Palakkad,12.262705,76.289312,14.34,14.93,2025-03-08,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02647,Kerala,Kannur,10.591623,77.13768,7.03,7.57,2025-10-08,,,Pending,331,Community Forest Resource,False,None,None
FRA-02648,Madhya Pradesh,Dindori,23.192378,78.23772,12.45,14.28,2025-10-18,2026-02-12,2026-03-15,Approved,0,Community Forest Right,False,None,None
FRA-02649,Kerala,Wayanad,11.919111,77.100493,7.25,7.01,2025-11-06,,,Pending,302,Community Forest Resource,False,None,None
FRA-02650,Madhya Pradesh,Bhopal,23.229824,79.138406,6.12,5.49,2023-01-26,2023-05-07,2023-07-15,Approved,0,Individual Forest Right,False,None,None
FRA-02651,Chhattisgarh,Kanker,20.044001,81.763606,5.43,6.17,2023-11-14,,,Pending,1025,Individual Forest Right,False,None,None
FRA-02652,Chhattisgarh,Bastar,21.824897,82.886016,13.98,14.75,2024-03-15,2024-04-14,2024-06-16,Approved,0,Community Forest Resource,False,None,None
FRA-02653,Kerala,Idukki,11.926586,75.711859,7.03,6.53,2025-11-14,2025-12-11,2026-01-01,Approved,0,Community Forest Right,False,None,None
FRA-02654,Jharkhand,Ranchi,22.730048,86.772737,5.28,4.54,2023-05-13,,,Rejected,0,Community Forest Right,False,None,None
FRA-02655,Kerala,Kannur,12.460084,75.104754,14.74,12.69,2024-04-21,2024-06-02,2024-06-16,Approved,0,Community Forest Right,False,None,None
FRA-02656,Odisha,Keonjhar,20.754403,86.596943,12.09,7.1,2022-11-24,2023-02-14,2023-03-22,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02657,Odisha,Koraput,20.250398,84.823495,13.64,12.28,2022-11-03,2023-03-31,,Under Verification,1401,Community Forest Resource,False,None,None
FRA-02658,Kerala,Wayanad,10.594033,75.740099,6.58,15.21,2023-05-24,,,Pending,1199,Community Forest Resource,True,Land Record Mismatch,High
FRA-02659,Odisha,Koraput,19.004277,84.835505,10.73,10.5,2025-07-14,,,Pending,417,Community Forest Resource,True,Delayed Processing,High
FRA-02660,Chhattisgarh,Dantewada,20.049713,82.958492,8.86,9.13,2023-06-23,,,Pending,1169,Individual Forest Right,False,None,None
FRA-02661,Maharashtra,Nandurbar,20.777124,79.598479,6.3,3.57,2025-09-15,2025-10-31,,Under Verification,354,Community Forest Resource,True,Land Record Mismatch,High
FRA-02662,Chhattisgarh,Kanker,18.310344,81.332368,14.26,15.02,2024-03-31,2024-07-17,2024-10-07,Approved,0,Community Forest Resource,False,None,None
FRA-02663,Jharkhand,Ranchi,24.294217,84.234973,5.44,4.8,2022-03-21,2022-06-13,2022-07-14,Approved,0,Community Forest Resource,False,None,None
FRA-02664,Madhya Pradesh,Dindori,23.091059,78.902493,2.87,2.54,2023-01-09,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02665,Kerala,Palakkad,11.764728,77.044744,9.03,9.4,2022-05-29,,,Rejected,0,Community Forest Right,False,None,None
FRA-02666,Kerala,Palakkad,9.837425,77.125252,3.75,7.54,2022-11-23,2023-01-25,2023-02-04,Approved,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02667,Kerala,Idukki,10.045493,76.94851,5.08,5.26,2023-10-26,,,Pending,1044,Community Forest Right,False,None,None
FRA-02668,Chhattisgarh,Kanker,18.310698,80.580547,2.8,2.93,2025-11-21,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02669,Chhattisgarh,Dantewada,22.880201,81.660219,13.57,12.59,2025-12-12,2026-02-24,2026-05-14,Approved,0,Community Forest Resource,False,None,None
FRA-02670,Odisha,Sundargarh,20.133408,86.800891,6.55,14.38,2022-02-09,,,Pending,1668,Community Forest Right,True,Land Record Mismatch,High
FRA-02671,Chhattisgarh,Surguja,20.30516,81.359146,7.25,6.71,2024-10-10,,,Pending,694,Individual Forest Right,False,None,None
FRA-02672,Jharkhand,Ranchi,24.026159,86.446762,4.45,10.7,2024-08-16,,,Pending,749,Individual Forest Right,True,Land Record Mismatch,High
FRA-02673,Maharashtra,Chandrapur,18.620253,77.179621,12.04,10.73,2022-10-28,2022-11-25,,Under Verification,1407,Community Forest Right,False,None,None
FRA-02674,Odisha,Koraput,20.250187,83.005894,3.34,3.33,2025-08-14,,,Pending,386,Community Forest Right,False,None,None
FRA-02675,Jharkhand,West Singhbhum,23.356872,84.037011,74.52,66.57,2025-08-06,2025-09-24,2025-11-28,Approved,0,Community Forest Resource,True,Unusual Claim Area,High
FRA-02676,Maharashtra,Nandurbar,21.590268,80.040938,11.53,13.25,2022-10-01,,,Pending,1434,Community Forest Right,False,None,None
FRA-02677,Kerala,Idukki,9.749618,75.997274,0.76,0.78,2022-06-25,2022-11-24,,Under Verification,1532,Community Forest Resource,False,None,None
FRA-02678,Madhya Pradesh,Dindori,22.006908,79.809805,7.33,7.75,2025-11-04,2025-11-27,2026-01-17,Approved,0,Community Forest Right,False,None,None
FRA-02679,Jharkhand,Ranchi,23.811328,84.191849,12.49,10.83,2023-04-09,2023-06-28,2023-09-15,Approved,0,Community Forest Right,False,None,None
FRA-02680,Maharashtra,Nashik,19.812047,74.21333,13.72,13.36,2025-10-03,2025-10-21,2025-11-06,Approved,0,Community Forest Resource,False,None,None
FRA-02681,Madhya Pradesh,Bhopal,23.690714,77.203985,2.04,2.07,2024-01-12,2024-02-13,2024-02-19,Approved,0,Individual Forest Right,False,None,None
FRA-02682,Odisha,Keonjhar,20.761384,83.735625,11.56,12.0,2025-12-11,,,Pending,267,Individual Forest Right,False,None,None
FRA-02683,Madhya Pradesh,Balaghat,23.55026,80.542784,5.78,6.0,2025-05-20,,,Pending,472,Community Forest Resource,False,None,None
FRA-02684,Kerala,Idukki,11.420011,77.17039,6.62,6.81,2024-07-13,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02685,Odisha,Mayurbhanj,20.034311,86.051906,9.43,10.11,2025-10-02,,,Pending,337,Individual Forest Right,False,None,None
FRA-02686,Jharkhand,Simdega,22.282514,86.724961,3.56,1.32,2025-10-24,2025-11-26,,Under Verification,315,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02687,Jharkhand,West Singhbhum,23.853897,86.700062,10.46,10.29,2025-03-22,2025-04-03,2025-05-26,Under Verification,531,Community Forest Right,True,Delayed Processing,Medium
FRA-02688,Madhya Pradesh,Dindori,22.752947,79.629197,12.1,12.18,2025-06-14,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02689,Odisha,Keonjhar,20.852923,83.15687,1.35,1.53,2023-11-23,,,Pending,1016,Community Forest Resource,False,None,None
FRA-02690,Madhya Pradesh,Mandla,23.110522,78.062133,0.89,0.92,2025-02-16,2025-03-21,2025-04-28,Approved,0,Individual Forest Right,False,None,None
FRA-02691,Odisha,Mayurbhanj,22.396057,86.314869,2.08,2.33,2022-07-05,,,Pending,1522,Community Forest Resource,False,None,None
FRA-02692,Maharashtra,Chandrapur,21.202723,79.892818,14.45,13.37,2025-10-19,2026-01-02,2026-03-26,Approved,0,Community Forest Resource,False,None,None
FRA-02693,Odisha,Mayurbhanj,21.774026,83.343684,5.68,5.81,2022-08-30,,,Pending,1466,Community Forest Resource,False,None,None
FRA-02694,Jharkhand,Gumla,23.627086,86.42613,12.85,10.95,2022-03-23,2022-05-09,,Under Verification,1626,Community Forest Right,False,None,None
FRA-02695,Odisha,Mayurbhanj,19.884662,87.355125,7.68,8.68,2022-01-18,2022-03-11,2022-04-22,Approved,0,Individual Forest Right,False,None,None
FRA-02696,Maharashtra,Nashik,21.685554,77.384487,1.98,2.05,2022-05-12,2022-08-02,,Under Verification,1576,Community Forest Resource,False,None,None
FRA-02697,Odisha,Keonjhar,20.287426,84.739684,4.77,4.89,2024-07-22,2024-12-02,,Under Verification,774,Community Forest Right,False,None,None
FRA-02698,Kerala,Kannur,12.46,77.198948,1.67,1.63,2024-07-27,2024-09-18,2024-11-30,Approved,0,Community Forest Right,False,None,None
FRA-02699,Odisha,Mayurbhanj,20.985979,87.036751,6.65,7.38,2024-05-26,,,Pending,831,Community Forest Resource,False,None,None
FRA-02700,Maharashtra,Nashik,20.358721,77.334065,7.18,4.24,2023-08-24,2023-11-07,2023-12-15,Approved,0,Individual Forest Right,True,Land Record Mismatch,High
FRA-02701,Maharashtra,Nandurbar,20.888175,77.649957,42.74,42.15,2022-01-07,,,Pending,1701,Community Forest Resource,True,Unusual Claim Area,High
FRA-02702,Madhya Pradesh,Balaghat,22.62792,80.583251,7.98,6.85,2024-11-03,,,Under Verification,670,Community Forest Resource,True,Delayed Processing,High
FRA-02703,Chhattisgarh,Dantewada,21.593835,82.007239,6.4,7.21,2022-05-24,2022-09-15,,Under Verification,1564,Community Forest Right,False,None,None
FRA-02704,Chhattisgarh,Kanker,21.506153,80.719977,13.5,15.39,2024-08-11,2024-10-13,2024-11-29,Approved,0,Community Forest Resource,False,None,None
FRA-02705,Madhya Pradesh,Mandla,24.419501,77.408552,1.01,1.07,2024-07-09,,,Pending,787,Individual Forest Right,False,None,None
FRA-02706,Madhya Pradesh,Balaghat,24.092492,80.840888,3.06,1.41,2025-08-25,,,Rejected,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02707,Odisha,Sundargarh,21.988819,84.584648,3.23,2.81,2022-08-04,2022-08-23,2022-09-23,Approved,0,Individual Forest Right,False,None,None
FRA-02708,Jharkhand,Gumla,23.394002,85.708945,11.5,9.94,2024-03-20,2024-05-09,2024-06-21,Approved,0,Community Forest Resource,False,None,None
FRA-02709,Odisha,Sundargarh,20.006836,84.591377,5.23,5.75,2022-06-13,,,Pending,1544,Community Forest Resource,False,None,None
FRA-02710,Maharashtra,Nandurbar,19.354354,73.608212,2.98,3.13,2025-12-14,,,Pending,264,Individual Forest Right,False,None,None
FRA-02711,Odisha,Keonjhar,20.060453,87.150541,9.28,4.03,2022-12-26,,,Pending,1348,Individual Forest Right,True,Land Record Mismatch,High
FRA-02712,Chhattisgarh,Bastar,21.349244,82.519205,2.93,3.03,2025-02-11,2025-06-18,,Under Verification,570,Community Forest Resource,False,None,None
FRA-02713,Chhattisgarh,Kanker,21.728961,82.753893,85.14,96.11,2024-02-21,,,Pending,926,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-02714,Jharkhand,West Singhbhum,22.34046,87.306594,10.69,11.58,2023-01-17,,,Pending,1326,Community Forest Resource,False,None,None
FRA-02715,Jharkhand,Ranchi,23.805938,84.523401,7.83,8.8,2026-03-01,,,Pending,187,Community Forest Right,True,Delayed Processing,High
FRA-02716,Chhattisgarh,Kanker,22.119395,80.797879,9.68,10.59,2025-07-27,,,Rejected,0,Community Forest Right,False,None,None
FRA-02717,Jharkhand,Gumla,22.482195,86.276309,12.95,14.32,2024-07-16,,,Pending,780,Individual Forest Right,False,None,None
FRA-02718,Madhya Pradesh,Mandla,22.826479,78.358628,5.67,5.81,2023-03-24,2023-04-19,2023-06-22,Approved,0,Community Forest Resource,False,None,None
FRA-02719,Kerala,Palakkad,10.010646,75.860977,13.9,13.68,2022-02-16,2022-03-18,2022-04-24,Approved,0,Community Forest Resource,False,None,None
FRA-02720,Chhattisgarh,Surguja,19.710915,80.871061,92.47,105.87,2025-12-05,,,Pending,273,Community Forest Resource,True,Unusual Claim Area,High
FRA-02721,Madhya Pradesh,Mandla,22.260653,78.662276,14.58,14.74,2022-05-22,2022-08-14,2022-10-11,Approved,0,Community Forest Right,False,None,None
FRA-02722,Jharkhand,West Singhbhum,22.582117,85.36841,11.91,13.25,2024-02-18,,,Pending,929,Community Forest Right,False,None,None
FRA-02723,Maharashtra,Chandrapur,20.984512,76.449875,49.84,51.37,2025-12-28,2026-04-25,2026-05-09,Approved,0,Community Forest Right,True,Unusual Claim Area,Medium
FRA-02724,Maharashtra,Nashik,21.672079,76.501626,0.65,0.38,2022-11-28,2023-02-24,2023-04-03,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-02725,Jharkhand,Ranchi,23.59045,86.081239,3.49,3.06,2022-04-07,2022-05-18,2022-08-04,Approved,0,Community Forest Resource,False,None,None
FRA-02726,Madhya Pradesh,Balaghat,23.803352,79.018218,1.82,1.96,2022-10-22,,,Pending,1413,Community Forest Right,False,None,None
FRA-02727,Maharashtra,Gadchiroli,19.281874,80.100923,11.74,20.04,2025-01-12,,,Pending,600,Individual Forest Right,True,Land Record Mismatch,High
FRA-02728,Odisha,Sundargarh,20.333537,83.581852,10.01,9.98,2024-11-13,,,Rejected,0,Community Forest Right,False,None,None
FRA-02729,Jharkhand,Simdega,23.520382,86.310176,5.84,6.18,2025-04-05,,,Pending,517,Community Forest Right,False,None,None
FRA-02730,Odisha,Keonjhar,20.946422,84.668841,5.83,6.51,2023-10-26,2024-01-05,,Under Verification,1044,Community Forest Right,False,None,None
FRA-02731,Chhattisgarh,Bastar,20.215552,80.901088,5.79,6.47,2023-08-10,2024-01-10,,Under Verification,1121,Community Forest Right,False,None,None
FRA-02732,Chhattisgarh,Surguja,18.654907,82.559721,13.5,12.06,2022-05-07,2022-09-29,,Under Verification,1581,Community Forest Resource,False,None,None
FRA-02733,Chhattisgarh,Bastar,19.971788,80.940005,13.17,13.61,2025-12-24,2026-02-10,2026-04-03,Approved,0,Community Forest Resource,False,None,None
FRA-02734,Odisha,Keonjhar,19.095751,86.61724,1.09,1.19,2022-10-05,,,Pending,1430,Community Forest Resource,False,None,None
FRA-02735,Odisha,Sundargarh,19.309925,85.308009,11.73,10.47,2022-04-27,2022-08-08,2022-09-28,Approved,0,Individual Forest Right,False,None,None
FRA-02736,Chhattisgarh,Bastar,21.92887,82.21348,4.63,5.31,2022-01-20,,,Rejected,0,Individual Forest Right,False,None,None
FRA-02737,Jharkhand,Gumla,22.723904,86.924238,11.9,12.17,2025-09-21,2022-10-13,2022-10-29,Under Verification,348,Community Forest Right,True,Delayed Processing,Medium
FRA-02738,Jharkhand,Simdega,23.457486,84.213957,0.89,1.0,2024-09-06,,,Pending,728,Individual Forest Right,False,None,None
FRA-02739,Kerala,Palakkad,12.212713,75.812294,6.4,5.61,2025-05-02,2025-08-20,2025-09-08,Approved,0,Community Forest Right,False,None,None
FRA-02740,Kerala,Palakkad,10.285958,76.255849,5.82,5.07,2023-03-15,,,Pending,1269,Community Forest Right,False,None,None
FRA-02741,Kerala,Palakkad,12.177481,76.068797,6.53,5.91,2025-09-20,2023-05-31,2023-06-19,Pending,349,Community Forest Resource,True,Delayed Processing,Medium
FRA-02742,Madhya Pradesh,Balaghat,23.256252,80.975728,1.07,1.0,2023-09-18,,,Pending,1082,Community Forest Resource,False,None,None
FRA-02743,Maharashtra,Gadchiroli,20.224232,78.157799,10.82,11.07,2025-10-19,2026-02-09,2026-04-01,Approved,0,Individual Forest Right,False,None,None
FRA-02744,Maharashtra,Gadchiroli,20.704402,79.950877,36.59,41.63,2025-10-05,2025-11-25,2026-01-19,Approved,0,Individual Forest Right,True,Unusual Claim Area,Medium
FRA-02745,Jharkhand,West Singhbhum,23.22264,87.470954,14.62,15.55,2025-11-25,2026-04-07,,Under Verification,283,Community Forest Resource,False,None,None
FRA-02746,Chhattisgarh,Bastar,21.091903,82.66357,12.0,11.92,2022-03-15,2022-07-13,2022-07-21,Approved,0,Community Forest Resource,False,None,None
FRA-02747,Chhattisgarh,Kanker,18.114631,82.662063,4.11,4.67,2023-06-24,,,Pending,1168,Community Forest Right,False,None,None
FRA-02748,Madhya Pradesh,Mandla,24.235915,78.898997,6.17,5.35,2024-11-23,,,Under Verification,650,Individual Forest Right,True,Delayed Processing,Medium
FRA-02749,Chhattisgarh,Bastar,22.127548,82.267708,36.5,41.67,2023-02-06,,,Pending,1306,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-02750,Kerala,Wayanad,10.446372,77.222032,11.45,13.09,2022-03-05,2022-08-08,,Under Verification,1644,Individual Forest Right,False,None,None
FRA-02751,Madhya Pradesh,Dindori,22.997343,78.846626,0.7,0.72,2023-07-30,2023-10-24,2023-12-18,Approved,0,Community Forest Resource,False,None,None
FRA-02752,Chhattisgarh,Kanker,22.934075,80.743456,10.51,9.12,2024-10-06,2025-01-11,2025-02-25,Approved,0,Individual Forest Right,False,None,None
FRA-02753,Madhya Pradesh,Dindori,24.16662,77.262805,10.01,10.19,2023-02-10,2023-03-19,2023-05-01,Approved,0,Individual Forest Right,False,None,None
FRA-02754,Jharkhand,Simdega,24.223881,86.724107,4.75,5.29,2025-01-14,,,Pending,598,Community Forest Resource,False,None,None
FRA-02755,Kerala,Palakkad,10.230217,75.837634,11.12,22.8,2024-10-06,2024-12-22,2025-02-06,Approved,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-02756,Odisha,Keonjhar,19.76546,86.9162,66.36,59.69,2025-03-25,2025-04-10,,Under Verification,528,Individual Forest Right,True,Unusual Claim Area,High
FRA-02757,Jharkhand,West Singhbhum,23.356652,87.181065,8.44,8.41,2024-03-22,2024-09-10,,Under Verification,896,Individual Forest Right,False,None,None
FRA-02758,Maharashtra,Gadchiroli,18.130166,78.558856,6.46,6.34,2024-11-28,2025-01-30,2025-03-11,Approved,0,Community Forest Resource,False,None,None
FRA-02759,Jharkhand,Simdega,22.245662,84.808109,11.62,10.33,2024-03-30,2024-06-06,2024-07-23,Approved,0,Individual Forest Right,False,None,None
FRA-02760,Maharashtra,Nashik,19.923144,73.298531,4.27,4.29,2022-01-10,,,Pending,1698,Community Forest Right,False,None,None
FRA-02761,Odisha,Koraput,19.979486,83.802182,2.13,0.9,2023-03-15,,,Rejected,0,Community Forest Right,True,Land Record Mismatch,Medium
FRA-02762,Jharkhand,Ranchi,24.149369,87.071077,1.6,1.61,2025-06-05,2023-03-22,2023-03-29,Under Verification,456,Community Forest Right,True,Delayed Processing,High
FRA-02763,Odisha,Keonjhar,19.2018,84.792064,14.56,14.03,2023-06-08,2023-08-16,,Under Verification,1184,Individual Forest Right,False,None,None
FRA-02764,Odisha,Koraput,19.293618,86.947783,10.31,10.72,2023-10-07,2023-11-29,2024-02-14,Approved,0,Community Forest Right,False,None,None
FRA-02765,Jharkhand,Ranchi,22.022167,87.473667,12.84,11.27,2024-04-27,,,Pending,860,Community Forest Right,False,None,None
FRA-02766,Chhattisgarh,Kanker,22.843371,81.129222,9.01,20.75,2025-11-07,2025-11-29,2026-02-25,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-02767,Chhattisgarh,Surguja,21.290601,82.624262,14.16,13.42,2025-10-22,,,Pending,317,Community Forest Resource,False,None,None
FRA-02768,Chhattisgarh,Surguja,18.146883,82.148408,8.82,8.57,2024-01-09,2024-02-02,2024-02-15,Approved,0,Community Forest Resource,False,None,None
FRA-02769,Odisha,Koraput,19.462192,86.673109,9.61,9.79,2025-01-02,2023-06-02,,Pending,610,Individual Forest Right,True,Delayed Processing,Medium
FRA-02770,Jharkhand,Simdega,23.78132,86.017406,13.21,11.72,2023-01-07,,,Pending,1336,Community Forest Right,False,None,None
FRA-02771,Maharashtra,Nashik,19.710987,75.634425,2.5,2.19,2025-11-27,,,Pending,281,Community Forest Right,False,None,None
FRA-02772,Jharkhand,Gumla,23.186627,84.589946,0.61,0.52,2024-04-29,2024-05-26,,Under Verification,858,Community Forest Right,False,None,None
FRA-02773,Chhattisgarh,Surguja,19.530165,81.739875,11.86,12.56,2023-10-16,,,Pending,1054,Community Forest Resource,False,None,None
FRA-02774,Madhya Pradesh,Dindori,23.778997,79.203211,12.44,12.15,2024-11-19,,,Pending,654,Community Forest Resource,False,None,None
FRA-02775,Kerala,Wayanad,9.659062,76.11239,7.24,8.25,2022-07-31,2022-11-09,2023-02-01,Approved,0,Community Forest Resource,False,None,None
FRA-02776,Odisha,Sundargarh,20.120143,83.337015,11.21,9.67,2023-07-09,2023-12-10,,Under Verification,1153,Community Forest Right,False,None,None
FRA-02777,Madhya Pradesh,Mandla,22.434326,79.822456,9.74,10.88,2024-10-30,2023-07-11,2023-08-04,Pending,674,Individual Forest Right,True,Delayed Processing,Medium
FRA-02778,Kerala,Kannur,11.638825,77.148613,10.05,18.88,2025-02-10,2025-03-18,2025-03-29,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-02779,Jharkhand,Ranchi,24.069847,85.19578,8.63,18.77,2022-05-13,,,Rejected,0,Individual Forest Right,True,Land Record Mismatch,High
FRA-02780,Kerala,Wayanad,10.962924,76.442144,2.18,2.13,2022-06-05,2022-08-05,2022-09-11,Approved,0,Community Forest Resource,False,None,None
FRA-02781,Kerala,Wayanad,12.40351,77.498396,12.92,11.92,2024-10-23,,,Under Verification,681,Individual Forest Right,True,Delayed Processing,Medium
FRA-02782,Kerala,Idukki,12.410205,75.461812,7.71,8.22,2024-09-15,2025-02-15,,Under Verification,719,Community Forest Resource,False,None,None
FRA-02783,Jharkhand,West Singhbhum,22.01183,85.640647,8.63,2.81,2022-10-29,2022-11-30,2023-01-16,Approved,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-02784,Chhattisgarh,Kanker,20.030895,81.715254,8.99,9.3,2025-09-25,2026-01-06,2026-01-13,Approved,0,Community Forest Right,False,None,None
FRA-02785,Odisha,Mayurbhanj,20.697255,83.967535,8.78,10.09,2026-03-07,2024-09-16,2024-11-11,Pending,181,Individual Forest Right,True,Delayed Processing,Medium
FRA-02786,Chhattisgarh,Dantewada,18.048131,82.271039,9.11,10.43,2024-07-04,2024-08-14,2024-10-20,Approved,0,Individual Forest Right,False,None,None
FRA-02787,Maharashtra,Nashik,21.676196,78.64039,6.8,7.43,2025-06-02,2025-04-16,2025-06-23,Pending,459,Community Forest Resource,True,Delayed Processing,Medium
FRA-02788,Odisha,Mayurbhanj,21.189546,86.11204,7.63,7.18,2024-06-20,2024-08-14,,Under Verification,806,Community Forest Right,False,None,None
FRA-02789,Madhya Pradesh,Dindori,23.996108,79.692791,4.4,4.19,2023-10-11,2023-12-14,2024-02-17,Approved,0,Community Forest Resource,False,None,None
FRA-02790,Odisha,Koraput,21.593657,85.29424,7.78,7.66,2025-04-15,2025-06-25,2025-09-11,Approved,0,Individual Forest Right,False,None,None
FRA-02791,Chhattisgarh,Surguja,19.669222,80.397131,2.66,2.41,2023-01-03,2023-02-10,2023-02-22,Approved,0,Community Forest Resource,False,None,None
FRA-02792,Jharkhand,Simdega,22.863283,87.335606,82.74,90.68,2023-05-10,2023-08-19,2023-08-28,Approved,0,Individual Forest Right,True,Unusual Claim Area,High
FRA-02793,Kerala,Kannur,10.181301,75.216353,7.97,7.13,2022-11-01,2023-01-01,2023-03-08,Approved,0,Individual Forest Right,False,None,None
FRA-02794,Odisha,Mayurbhanj,20.428751,85.847946,9.11,4.71,2024-01-04,,,Rejected,0,Individual Forest Right,True,Land Record Mismatch,High
FRA-02795,Chhattisgarh,Dantewada,20.172378,80.651298,4.24,3.79,2023-12-28,,,Pending,981,Community Forest Resource,False,None,None
FRA-02796,Chhattisgarh,Dantewada,18.699064,82.359569,12.9,11.81,2025-10-12,2025-12-04,2026-02-21,Approved,0,Individual Forest Right,False,None,None
FRA-02797,Chhattisgarh,Kanker,21.587304,82.473656,11.13,11.85,2022-04-19,2022-07-26,2022-10-13,Approved,0,Community Forest Resource,False,None,None
FRA-02798,Chhattisgarh,Surguja,22.678028,80.102088,11.27,9.62,2023-02-09,2023-05-27,2023-06-26,Approved,0,Community Forest Resource,False,None,None
FRA-02799,Kerala,Palakkad,11.100125,75.917836,9.7,11.06,2022-09-19,2022-11-30,2023-02-13,Approved,0,Individual Forest Right,False,None,None
FRA-02800,Odisha,Sundargarh,19.376482,83.454624,8.09,8.6,2025-07-06,2025-10-11,2025-10-30,Approved,0,Community Forest Right,False,None,None
FRA-02801,Maharashtra,Nashik,20.161415,80.149163,9.96,9.62,2024-01-27,,,Rejected,0,Community Forest Right,False,None,None
FRA-02802,Kerala,Palakkad,9.787577,76.223669,10.6,11.53,2024-08-07,,,Pending,758,Community Forest Right,False,None,None
FRA-02803,Madhya Pradesh,Mandla,22.515647,77.581878,12.45,11.32,2025-05-18,2025-08-03,2025-09-23,Approved,0,Community Forest Right,False,None,None
FRA-02804,Kerala,Palakkad,11.078519,76.390232,9.72,9.93,2023-03-29,,,Pending,1255,Community Forest Resource,False,None,None
FRA-02805,Jharkhand,Gumla,23.694299,84.281059,5.9,5.44,2022-07-13,,,Pending,1514,Community Forest Resource,False,None,None
FRA-02806,Kerala,Kannur,12.391856,76.99467,11.8,12.44,2022-03-03,2022-03-14,2022-05-08,Approved,0,Community Forest Resource,False,None,None
FRA-02807,Kerala,Kannur,11.413689,76.918533,6.35,6.27,2023-09-02,,,Pending,1098,Community Forest Right,False,None,None
FRA-02808,Maharashtra,Nashik,18.986452,77.476111,5.7,5.9,2022-01-02,2022-02-23,2022-03-23,Approved,0,Community Forest Right,False,None,None
FRA-02809,Jharkhand,Gumla,22.38176,85.13839,8.71,8.45,2025-10-18,2025-11-23,2026-02-09,Approved,0,Community Forest Right,False,None,None
FRA-02810,Chhattisgarh,Surguja,21.075434,82.750862,4.69,4.27,2025-02-26,2025-06-16,2025-07-27,Approved,0,Community Forest Right,False,None,None
FRA-02811,Kerala,Idukki,10.095159,76.174825,7.95,7.28,2022-04-20,2022-08-17,2022-09-02,Approved,0,Individual Forest Right,False,None,None
FRA-02812,Kerala,Kannur,12.320044,75.950424,5.95,6.28,2025-09-15,2023-02-07,2023-05-07,Pending,354,Community Forest Resource,True,Delayed Processing,Medium
FRA-02813,Chhattisgarh,Surguja,22.590621,81.356053,8.68,8.94,2026-02-26,2022-07-13,2022-07-18,Pending,190,Community Forest Right,True,Delayed Processing,Medium
FRA-02814,Maharashtra,Nashik,19.585322,80.761491,0.83,0.82,2025-03-08,2022-12-30,2023-03-02,Under Verification,545,Community Forest Resource,True,Delayed Processing,Medium
FRA-02815,Odisha,Keonjhar,18.865463,87.462739,12.03,13.07,2025-06-16,,,Pending,445,Community Forest Right,False,None,None
FRA-02816,Madhya Pradesh,Dindori,22.731589,80.75084,10.76,11.28,2025-07-31,2025-09-06,,Under Verification,400,Community Forest Right,False,None,None
FRA-02817,Jharkhand,Gumla,23.789431,85.464634,14.44,15.89,2023-06-07,2023-08-10,,Under Verification,1185,Individual Forest Right,False,None,None
FRA-02818,Maharashtra,Nashik,21.072454,80.057465,11.29,12.26,2025-12-28,2026-03-12,2026-05-29,Approved,0,Community Forest Right,False,None,None
FRA-02819,Jharkhand,West Singhbhum,22.861926,87.455781,8.52,8.37,2023-09-13,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02820,Maharashtra,Nandurbar,21.906658,75.187511,12.32,11.78,2025-05-26,,,Rejected,0,Community Forest Resource,False,None,None
FRA-02821,Chhattisgarh,Bastar,19.975357,82.240719,1.34,1.24,2024-11-13,2025-05-07,,Under Verification,660,Community Forest Resource,False,None,None
FRA-02822,Jharkhand,Simdega,22.983203,86.12891,9.78,9.09,2023-04-01,2023-05-10,2023-06-29,Approved,0,Community Forest Right,False,None,None
FRA-02823,Maharashtra,Chandrapur,18.707216,73.896784,12.39,13.08,2024-03-07,2024-04-16,2024-06-24,Approved,0,Individual Forest Right,False,None,None
